item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,mean_daily_demand,cv,box_length,box_width,box_height,box_volume,box_weight,item_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
1946,14362019001,B,15,45,1.7143,3.3365,48.0,33.0,26.0,41184.0,7.84,0.523,15,2745.6,PCS,"[1, 2, 9, 10]",0.5,0.4
1947,12123007001,B,15,68,3.5238,2.3066,5.0,20.0,21.0,2100.0,0.072,0.072,1,2100.0,PCS,"[1, 2, 3, 6, 9, 11]",0.5,0.4
1948,12125007001,B,15,29,1.7619,1.8295,18.0,12.0,23.0,4968.0,1.32,0.11,12,414.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
1949,10014111001,B,15,168,12.2857,1.4608,41.0,28.0,12.0,13776.0,8.71,0.363,24,574.0,PCS,"[6, 12, 18, 24, 36, 48]",0.5,0.4
1950,14110028001,B,15,18,1.1429,1.7343,41.0,25.0,24.0,24600.0,3.98,0.498,8,3075.0,PCS,"[1, 2, 3]",0.5,0.4
1951,14507083001,B,15,8,0.8571,1.2394,25.0,21.0,28.0,14700.0,12.44,0.518,24,612.5,PCS,"[1, 2]",0.5,0.4
1952,14360032001,B,15,14,0.8571,1.7803,28.0,18.0,13.0,6552.0,2.19,2.19,1,6552.0,PCS,"[1, 2]",0.5,0.4
1953,14222217001,B,15,9,0.8095,1.4936,49.0,37.0,27.0,48951.0,9.24,0.77,12,4079.3,PCS,"[1, 3]",0.5,0.4
1954,10014130001,B,15,223,14.2857,1.7644,40.0,27.0,17.0,18360.0,11.96,0.498,24,765.0,PCS,"[6, 12, 24, 48, 96]",0.5,0.4
1955,14602063001,B,15,17,0.9524,2.0327,27.0,18.0,12.0,5832.0,4.17,0.174,24,243.0,PCS,"[1, 2, 3]",0.5,0.4
1956,11050064001,B,15,19,1.1905,1.7744,36.0,22.0,32.0,25344.0,12.3,3.075,4,6336.0,PCS,"[1, 2, 3, 6]",0.5,0.4
1957,14506038001,B,15,12,1.2381,1.1954,46.0,23.0,14.0,14812.0,8.72,0.436,20,740.6,PCS,"[1, 2]",0.5,0.4
1958,14521012001,B,15,33,3.2857,1.3818,39.0,31.0,16.0,19344.0,2.29,0.076,30,644.8,PCS,"[3, 6]",0.5,0.4
1959,12011069001,B,15,11,0.7619,1.491,38.0,22.0,24.0,20064.0,10.1,0.842,12,1672.0,PCS,"[1, 2]",0.5,0.4
1960,14244073001,B,15,12,1.0476,1.5532,38.0,30.0,17.0,19380.0,5.546,0.462,12,1615.0,PCS,"[1, 2, 5]",0.5,0.4
1961,11010013001,B,15,10,0.7619,1.3706,40.0,26.0,30.0,31200.0,13.77,2.295,6,5200.0,PCS,"[1, 2]",0.5,0.4
1962,12102112001,B,15,8,0.8095,1.2115,26.0,21.0,20.0,10920.0,3.03,0.252,12,910.0,PCS,"[1, 3]",0.5,0.4
1963,14740037001,B,15,9,0.8095,1.4416,38.0,30.0,26.0,29640.0,13.15,1.096,12,2470.0,PCS,"[1, 2]",0.5,0.4
1964,14740006001,B,15,28,1.9048,1.5742,38.0,30.0,26.0,29640.0,13.15,1.096,12,2470.0,PCS,"[1, 2, 3, 4, 8]",0.5,0.4
1965,14223030001,B,15,9,0.8571,1.3447,39.0,25.0,23.0,22425.0,2.4,0.1,24,934.4,PCS,"[1, 2]",0.5,0.4
1966,14506053001,B,15,10,1.0,1.2649,46.0,23.0,27.0,28566.0,4.57,0.381,12,2380.5,PCS,"[1, 2]",0.5,0.4
1967,12123008001,B,15,57,4.0,1.5431,11.0,10.0,14.0,1484.0,0.15,0.15,1,1483.9,PCS,"[3, 6, 9, 18]",0.5,0.4
1968,12123009001,B,15,131,6.0,2.6972,11.0,10.0,14.0,1484.0,0.15,0.15,1,1483.9,PCS,"[1, 2, 3, 6, 8, 9, 16, 24]",0.5,0.4
1969,14820015001,B,15,82,4.8571,1.9578,31.0,24.0,9.0,6696.0,3.82,0.159,24,279.0,PCS,"[3, 6, 9, 24]",0.5,0.4
1970,10024001001,B,15,196,14.0,2.22,40.0,27.0,13.0,14040.0,8.59,0.358,24,585.0,PCS,"[6, 12, 18, 24, 54]",0.5,0.4
1971,12010068001,B,15,11,1.1429,1.1832,15.0,11.0,13.0,2145.0,1.64,0.205,8,268.1,PCS,"[1, 2, 3, 4]",0.5,0.4
1972,11073006001,B,15,22,1.6667,1.3726,39.0,25.0,10.0,9750.0,1.95,0.081,24,406.3,PCS,"[1, 2, 3, 4, 5]",0.5,0.4
1973,14132130001,B,15,12,0.7619,2.3444,50.0,33.0,21.0,34650.0,4.944,0.412,12,2887.5,PCS,"[1, 2]",0.5,0.4
1974,14204899001,B,15,32,1.619,2.3719,39.0,29.0,27.0,30537.0,2.27,0.114,20,1526.9,PCS,"[1, 2, 3, 4, 7]",0.5,0.4
1975,10023892001,B,15,10,1.1429,1.0458,57.0,32.0,20.0,36480.0,9.38,2.345,4,9120.0,PCS,"[1, 2, 3]",0.5,0.4
1976,14631037001,B,15,7,0.7619,1.2385,33.0,26.0,14.0,12012.0,8.918,0.743,12,1001.0,PCS,"[1, 2]",0.5,0.4
1977,12020036001,B,15,9,0.9048,1.2556,44.0,20.0,22.0,19360.0,5.9,0.164,36,537.8,PCS,"[1, 2, 3]",0.5,0.4
1978,14204051001,B,15,10,0.9524,1.4272,38.0,27.0,22.0,22572.0,2.24,0.112,20,1128.6,PCS,"[1, 2, 3]",0.5,0.4
1979,14210034001,B,15,30,1.6667,2.0727,31.0,27.0,15.0,12555.0,4.5,0.375,12,1046.3,PCS,"[1, 2, 3, 4, 8]",0.5,0.4
1980,14506378001,B,15,61,4.0,1.7029,41.0,32.0,28.0,36736.0,5.67,0.177,32,1148.0,PCS,"[4, 8]",0.5,0.4
1981,14330004001,B,15,11,1.0476,1.3659,56.0,39.0,23.0,50232.0,17.04,2.84,6,8372.0,PCS,"[1, 2, 3]",0.5,0.4
1982,14510205001,B,15,11,1.0476,1.3989,35.0,24.0,5.0,4288.0,1.5,1.5,1,4287.5,PCS,"[1, 2, 5]",0.5,0.4
1983,14620922001,B,15,7,0.8095,1.0783,33.0,22.0,28.0,20328.0,11.76,1.96,6,3388.0,PCS,"[1, 2]",0.5,0.4
1984,11071004001,B,15,34,1.5714,2.6436,26.0,24.0,20.0,12480.0,1.074,0.09,12,1040.0,PCS,"[1, 3, 4, 5]",0.5,0.4
1985,14621003001,B,15,17,1.0952,1.7058,28.0,22.0,27.0,16632.0,11.1,0.925,12,1386.0,PCS,"[1, 2, 3]",0.5,0.4
1986,11103014001,B,15,11,1.0952,1.2554,41.0,23.0,31.0,29233.0,15.4,3.85,4,7308.3,PCS,"[1, 2, 3, 4]",0.5,0.4
1987,14204052001,B,15,23,1.3333,1.9023,46.0,30.0,20.0,27600.0,0.99,0.082,12,2300.0,PCS,"[1, 2, 5]",0.5,0.4
1988,12000089001,B,15,7,0.7619,1.2385,44.0,23.0,23.0,23276.0,11.1,0.925,12,1939.7,PCS,"[1, 2]",0.5,0.4
1989,14200090001,B,15,18,1.381,1.305,37.0,29.0,19.0,20387.0,3.344,0.139,24,849.5,PCS,"[1, 2, 4, 5]",0.5,0.4
1990,14501029001,B,15,49,4.7143,1.4729,35.0,31.0,13.0,14105.0,2.75,0.229,12,1175.4,PCS,"[3, 6, 12]",0.5,0.4
1991,14833084001,B,15,8,0.9048,1.1,35.0,31.0,23.0,24955.0,4.214,0.351,12,2079.6,PCS,"[1, 2]",0.5,0.4
1992,11062026001,B,15,18,1.0952,1.8009,43.0,39.0,32.0,53664.0,3.48,0.174,20,2683.2,PCS,"[1, 2, 3, 6]",0.5,0.4
1993,14621095001,B,15,21,1.6667,1.2915,28.0,22.0,32.0,19712.0,10.862,0.905,12,1642.7,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
1994,12010071001,B,15,12,0.9048,1.8791,43.0,22.0,24.0,22704.0,9.9,0.825,12,1892.0,PCS,"[1, 2]",0.5,0.4
1995,14120060001,B,15,20,1.1429,1.9227,33.0,19.0,27.0,16929.0,3.9,0.325,12,1410.8,PCS,"[1, 10]",0.5,0.4
1996,10002990001,B,15,351,16.9524,2.5302,41.0,27.0,12.0,13284.0,8.87,0.37,24,553.5,PCS,"[2, 6, 10, 14, 24, 48]",0.5,0.4
1997,11101038001,B,15,43,2.7619,1.7209,37.0,35.0,17.0,22015.0,12.67,2.112,6,3669.2,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
1998,10002919001,B,15,69,3.9048,2.0406,35.0,23.0,31.0,24955.0,13.46,2.243,6,4159.2,PCS,"[1, 2, 6, 12, 48]",0.5,0.4
1999,14506042001,B,15,26,1.6667,1.7321,36.0,24.0,16.0,13824.0,7.49,0.312,24,576.0,PCS,"[1, 2, 6, 10]",0.5,0.4
2000,14242010001,B,15,8,0.9048,0.9827,41.0,30.0,18.0,22140.0,5.77,0.385,15,1476.0,PCS,"[1, 2]",0.5,0.4
2001,11050032001,B,15,26,1.3333,2.3035,41.0,23.0,26.0,24518.0,13.25,1.104,12,2043.2,PCS,"[1, 3, 11]",0.5,0.4
2002,14620091001,B,15,48,3.0952,1.7335,32.0,24.0,22.0,16896.0,8.26,0.688,12,1408.0,PCS,"[1, 2, 5, 6, 7, 12]",0.5,0.4
2003,14200017001,B,15,13,0.8571,1.6202,37.0,25.0,12.0,11100.0,2.42,0.242,10,1110.0,PCS,"[1, 2, 3]",0.5,0.4
2004,11100014001,B,15,30,1.4762,2.4105,37.0,31.0,33.0,37851.0,18.72,4.68,4,9462.8,PCS,"[1, 3, 4]",0.5,0.4
2005,14601015001,B,15,7,0.8095,1.0783,50.0,21.0,28.0,29400.0,14.6,0.608,24,1225.0,PCS,"[1, 2]",0.5,0.4
2006,11110029001,B,15,12,1.0952,1.4409,35.0,26.0,31.0,28210.0,11.82,1.97,6,4701.7,PCS,"[1, 2, 3, 4]",0.5,0.4
2007,11072012002,B,15,34,1.9524,1.967,50.0,38.0,17.0,32300.0,10.78,0.449,24,1345.8,PCS,"[1, 2, 3, 12]",0.5,0.4
2008,14210110001,B,15,8,0.8571,1.1832,35.0,26.0,19.0,17290.0,3.32,0.415,8,2161.3,PCS,"[1, 2]",0.5,0.4
2009,11100010001,B,15,9,0.9524,1.3062,38.0,31.0,28.0,32984.0,19.15,4.788,4,8246.0,PCS,"[1, 2, 4, 5]",0.5,0.4
2010,14510145001,B,15,22,1.4286,1.7228,35.0,24.0,5.0,4288.0,2.0,2.0,1,4287.5,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
2011,14203058001,B,15,8,0.8571,1.1832,45.0,28.0,22.0,27720.0,2.8,0.14,20,1386.0,PCS,"[1, 2]",0.5,0.4
2012,14311003001,B,15,31,2.1429,1.5427,47.0,40.0,24.0,45120.0,10.9,0.545,20,2256.0,PCS,"[1, 2, 4, 5, 9, 10]",0.5,0.4
2013,14202027001,B,15,24,1.5714,1.7025,39.0,28.0,29.0,31668.0,4.5,0.45,10,3166.8,PCS,"[1, 2, 3, 4, 9]",0.5,0.4
2014,14311032001,B,15,21,1.4286,1.5897,55.0,34.0,23.0,43010.0,10.85,0.542,20,2150.5,PCS,"[1, 2, 3, 4]",0.5,0.4
2015,14200019001,B,15,10,1.0476,1.1875,37.0,25.0,12.0,11100.0,2.42,0.242,10,1110.0,PCS,"[1, 2, 3, 4]",0.5,0.4
2016,14002026001,B,14,17,0.9524,1.9496,39.0,30.0,20.0,23400.0,5.36,0.447,12,1950.0,PCS,"[1, 2, 6]",0.5,0.4
2017,12011169001,B,14,15,1.3333,1.5969,43.0,26.0,28.0,31304.0,14.25,1.188,12,2608.7,PCS,"[1, 2]",0.5,0.4
2018,11103158001,B,14,26,2.8571,1.2339,5.0,20.0,28.0,2800.0,1.5,1.5,1,2800.0,PCS,"[1, 4, 5, 6]",0.5,0.4
2019,14221113001,B,14,30,1.619,2.2052,47.0,28.0,18.0,23688.0,3.396,0.34,10,2368.8,PCS,"[1, 2, 3, 5]",0.5,0.4
2020,31533038001,B,14,12,1.4286,1.004,46.0,25.0,26.0,29900.0,1.34,0.056,24,1245.8,PCS,"[2, 4]",0.5,0.4
2021,14503047001,B,14,19,1.1905,1.7744,42.0,32.0,13.0,17472.0,1.454,0.121,12,1456.0,PCS,"[1, 2]",0.5,0.4
2022,14226059001,B,14,31,1.7143,2.0718,40.0,22.0,25.0,22000.0,5.08,0.085,60,366.7,PCS,"[1, 2, 3, 4, 5, 12]",0.5,0.4
2023,10020046001,B,14,167,10.8571,1.7178,33.0,22.0,12.0,8712.0,6.81,0.284,24,363.0,PCS,"[6, 12, 24, 48]",0.5,0.4
2024,14502008001,B,14,27,2.4286,1.5925,34.0,31.0,13.0,13702.0,2.86,0.238,12,1141.8,PCS,"[3, 6]",0.5,0.4
2025,11103083001,B,14,24,1.6667,1.51,38.0,32.0,31.0,37696.0,16.34,2.723,6,6282.7,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
2026,14220146001,B,14,9,0.7143,1.6649,44.0,29.0,24.0,30624.0,2.7,0.27,10,3062.4,PCS,"[1, 2]",0.5,0.4
2027,31912036001,B,14,12,0.7143,1.8857,35.0,20.0,43.0,30100.0,6.28,0.785,8,3762.5,PCS,"[1, 2]",0.5,0.4
2028,14226016001,B,14,48,2.5714,2.2053,40.0,23.0,24.0,22080.0,5.0,0.083,60,368.0,PCS,"[1, 2, 3, 5, 10, 11, 12]",0.5,0.4
2029,12011294001,B,14,12,0.8571,1.4888,50.0,26.0,24.0,31200.0,14.7,1.225,12,2600.0,PCS,"[1, 2, 4]",0.5,0.4
2030,11032018002,B,14,12,1.2381,1.3492,44.0,27.0,18.0,21384.0,5.62,0.468,12,1782.0,PCS,"[1, 2, 3, 6]",0.5,0.4
2031,14805019001,B,14,15,0.8095,2.126,44.0,28.0,25.0,30800.0,20.51,5.128,4,7700.0,PCS,"[1, 4]",0.5,0.4
2032,14312032001,B,14,7,0.7619,1.1669,39.0,25.0,34.0,33150.0,9.75,0.975,10,3315.0,PCS,"[1, 2, 12]",0.5,0.4
2033,12104021001,B,14,50,3.0476,1.8517,34.0,24.0,25.0,20400.0,2.052,0.021,96,212.5,PCS,"[4, 8]",0.5,0.4
2034,11040040001,B,14,11,1.1429,1.3062,34.0,22.0,25.0,18700.0,7.31,0.609,12,1558.3,PCS,"[1, 2, 3, 4]",0.5,0.4
2035,14352059001,B,14,10,0.9524,1.5025,56.0,29.0,27.0,43848.0,5.528,0.369,15,2923.2,PCS,"[1, 2, 3]",0.5,0.4
2036,12010084001,B,14,11,1.0476,1.4625,15.0,11.0,13.0,2145.0,1.64,0.205,8,268.1,PCS,"[1, 2, 3]",0.5,0.4
2037,14821001001,B,14,68,8.0,1.0954,29.0,22.0,15.0,9570.0,7.61,0.634,12,797.5,PCS,[12],0.5,0.4
2038,14822017001,B,14,6,0.6667,1.0954,32.0,25.0,13.0,10400.0,7.22,0.602,12,866.7,PCS,[1],0.5,0.4
2039,11110094001,B,14,7,0.7619,1.1669,39.0,26.0,32.0,32448.0,14.13,3.532,4,8112.0,PCS,"[1, 2]",0.5,0.4
2040,14810023001,B,14,27,2.8571,1.3062,27.0,21.0,17.0,9639.0,5.91,0.246,24,401.6,PCS,"[3, 6, 9]",0.5,0.4
2041,14353025001,B,14,24,2.1905,1.5388,53.0,40.0,18.0,38160.0,14.108,0.588,24,1590.0,PCS,"[1, 2, 4, 5, 6, 8, 10]",0.5,0.4
2042,14101016001,B,14,14,1.4286,1.3387,32.0,17.0,14.0,7616.0,2.0,0.042,48,158.7,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
2043,12011163001,B,14,24,1.381,1.9762,34.0,29.0,23.0,22678.0,14.66,1.222,12,1889.8,PCS,"[1, 2, 3, 4]",0.5,0.4
2044,31912019001,B,14,8,0.9048,1.1,30.0,21.0,42.0,26460.0,5.0,0.417,12,2205.0,PCS,"[1, 2, 3]",0.5,0.4
2045,14204150001,B,14,10,1.1429,1.0818,39.0,28.0,20.0,21840.0,1.63,0.081,20,1092.0,PCS,"[1, 2, 4]",0.5,0.4
2046,11103284001,B,14,10,1.0476,1.1875,40.0,22.0,27.0,23760.0,9.73,1.081,9,2640.0,PCS,"[1, 2, 3]",0.5,0.4
2047,12020225001,B,14,16,1.4286,1.605,26.0,17.0,19.0,8398.0,2.2,0.183,12,699.8,PCS,"[2, 4]",0.5,0.4
2048,14203002001,B,14,10,0.9048,1.437,43.0,30.0,18.0,23220.0,2.64,0.132,20,1161.0,PCS,"[1, 2]",0.5,0.4
2049,10021018001,B,14,94,10.2857,1.2394,33.0,24.0,22.0,17424.0,11.95,0.996,12,1452.0,PCS,"[12, 24]",0.5,0.4
2050,14225018001,B,14,43,2.7619,1.7209,35.0,27.0,11.0,10395.0,5.11,0.106,48,216.6,PCS,"[1, 2, 3, 4, 5, 8, 9, 12]",0.5,0.4
2051,14612021001,B,14,31,1.9048,1.8629,20.0,14.0,32.0,8960.0,5.61,0.935,6,1493.3,PCS,"[2, 4, 12]",0.5,0.4
2052,14001119001,B,14,31,1.5238,2.3899,49.0,27.0,25.0,33075.0,3.692,0.41,9,3675.0,PCS,"[1, 2, 3, 5, 8]",0.5,0.4
2053,14522059001,B,14,7,0.7143,1.1832,35.0,31.0,15.0,16275.0,2.16,0.09,24,678.1,PCS,"[1, 2]",0.5,0.4
2054,14001136001,B,14,13,1.2381,1.3732,38.0,30.0,19.0,21660.0,3.96,0.198,20,1083.0,PCS,"[1, 2, 4]",0.5,0.4
2055,12000170001,B,14,12,0.7619,1.7065,42.0,23.0,26.0,25116.0,10.8,0.9,12,2093.0,PCS,"[1, 2]",0.5,0.4
2056,14304187001,B,14,8,0.8095,1.2115,32.0,28.0,20.0,17920.0,3.0,0.25,12,1493.3,PCS,"[1, 2, 3]",0.5,0.4
2057,12020093001,B,14,16,1.1429,1.4716,21.0,16.0,17.0,5712.0,1.625,0.135,12,476.0,PCS,"[1, 2, 6]",0.5,0.4
2058,14506062001,B,14,24,1.4286,1.937,46.0,26.0,23.0,27508.0,4.59,0.382,12,2292.3,PCS,"[1, 2, 10]",0.5,0.4
2059,11103179001,B,14,10,0.9524,1.4653,8.0,9.0,13.0,899.0,0.2,0.2,1,898.88,PCS,"[1, 2]",0.5,0.4
2060,11103272001,B,14,12,1.0476,1.6388,36.0,26.0,24.0,22464.0,4.636,0.773,6,3744.0,PCS,"[1, 2, 6]",0.5,0.4
2061,14503999001,B,14,11,1.0476,1.3321,40.0,27.0,23.0,24840.0,2.17,0.181,12,2070.0,PCS,"[1, 2]",0.5,0.4
2062,10014905001,B,14,450,16.0,3.6634,37.0,25.0,17.0,15725.0,8.86,0.369,24,655.2,PCS,"[6, 12, 18, 24, 48]",0.5,0.4
2063,10020030001,B,14,96,8.0,1.8166,42.0,28.0,20.0,23520.0,13.468,0.561,24,980.0,PCS,"[4, 8, 20, 24, 44]",0.5,0.4
2064,10011028001,B,14,51,3.4286,1.6411,40.0,27.0,16.0,17280.0,11.36,0.473,24,720.0,PCS,"[1, 2, 3, 4, 5, 6]",0.5,0.4
2065,10011007001,B,14,73,4.8095,1.6823,36.0,20.0,20.0,14400.0,13.28,1.107,12,1200.0,PCS,"[1, 2, 3, 6, 7, 9, 12, 13, 17, 24]",0.5,0.4
2066,14302080001,B,14,8,0.7143,1.41,37.0,29.0,26.0,27898.0,1.2,0.1,12,2324.8,PCS,[1],0.5,0.4
2067,14303024001,B,14,9,0.8095,1.5438,53.0,30.0,27.0,42930.0,5.2,0.433,12,3577.5,PCS,"[1, 2, 3]",0.5,0.4
2068,31414020001,B,14,12,1.0952,1.4409,30.0,27.0,41.0,33210.0,5.66,1.415,4,8302.5,PCS,"[1, 2, 3, 5]",0.5,0.4
2069,14602022001,B,14,8,0.8095,1.273,27.0,18.0,12.0,5832.0,3.4,0.142,24,243.0,PCS,"[1, 3]",0.5,0.4
2070,14242072001,B,14,23,1.4762,1.7485,40.0,27.0,26.0,28080.0,2.36,0.236,10,2808.0,PCS,"[1, 2, 3, 4, 8]",0.5,0.4
2071,14210056001,B,14,28,1.6667,1.8623,36.0,21.0,19.0,14364.0,1.17,0.058,20,718.2,PCS,"[1, 2, 9, 12]",0.5,0.4
2072,14242105001,B,14,9,0.8571,1.2931,37.0,25.0,19.0,17575.0,3.04,0.203,15,1171.7,PCS,"[1, 2]",0.5,0.4
2073,14604047001,B,14,6,0.6667,1.1937,13.0,8.0,11.0,1144.0,0.66,0.11,6,190.7,PCS,[1],0.5,0.4
2074,12106043001,B,14,8,0.8095,1.2115,39.0,25.0,20.0,19500.0,3.712,0.155,24,812.5,PCS,"[1, 4]",0.5,0.4
2075,10041057001,B,14,64,4.381,1.5789,43.0,30.0,20.0,25800.0,15.85,0.66,24,1075.0,PCS,"[4, 8, 24]",0.5,0.4
2076,11031907001,B,14,8,0.7143,1.41,39.0,20.0,21.0,16380.0,5.44,0.453,12,1365.0,PCS,"[1, 2]",0.5,0.4
2077,14361096001,B,14,16,1.1905,1.9631,48.0,34.0,31.0,50592.0,4.2,0.28,15,3372.8,PCS,"[1, 2, 4]",0.5,0.4
2078,10023005001,B,14,18,1.2381,1.5931,47.0,37.0,22.0,38258.0,13.35,2.67,5,7651.6,PCS,"[1, 2, 3, 4]",0.5,0.4
2079,14853003001,B,14,330,34.2857,1.3387,35.0,27.0,17.0,16065.0,10.21,0.213,48,334.7,PCS,"[5, 43, 48]",0.5,0.4
2080,31530107001,B,14,27,1.7143,1.7121,41.0,34.0,6.0,8364.0,1.02,0.085,12,697.0,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
2081,11111014001,B,14,21,1.3333,1.7801,41.0,29.0,31.0,36859.0,12.734,2.122,6,6143.2,PCS,"[1, 2, 3]",0.5,0.4
2082,14132230001,B,14,9,0.9048,1.2556,42.0,32.0,21.0,28224.0,8.0,0.667,12,2352.0,PCS,"[1, 2, 3]",0.5,0.4
2083,14012025001,B,14,10,0.9048,1.437,39.0,14.0,15.0,8190.0,1.55,0.155,10,819.0,PCS,"[1, 2]",0.5,0.4
2084,11074005001,B,14,16,1.7619,1.1338,45.0,17.0,23.0,17595.0,0.904,0.075,12,1466.3,PCS,"[1, 2, 3, 4, 6]",0.5,0.4
2085,30072062001,B,14,16,1.4286,1.5427,51.0,32.0,36.0,58752.0,13.0,0.591,22,2670.5,PCS,"[1, 2, 4]",0.5,0.4
2086,12121036001,B,14,36,2.5714,1.4888,9.0,11.0,9.0,877.0,0.11,0.11,1,876.96,PCS,"[3, 6, 9]",0.5,0.4
2087,14023019001,B,14,9,1.0476,0.977,49.0,36.0,29.0,51156.0,1.64,0.137,12,4263.0,PCS,"[1, 2, 3]",0.5,0.4
2088,14361109001,B,14,7,0.7143,1.1832,43.0,29.0,31.0,38657.0,6.26,0.522,12,3221.4,PCS,"[1, 2]",0.5,0.4
2089,12123005001,B,14,20,1.1905,1.9085,37.0,24.0,32.0,28416.0,4.09,0.511,8,3552.0,PCS,"[1, 2, 3, 4]",0.5,0.4
2090,11023010001,B,14,41,2.8571,1.5506,24.0,17.0,24.0,9792.0,4.76,0.397,12,816.0,PCS,"[1, 2, 5, 6]",0.5,0.4
2091,14711014001,B,14,20,1.1905,1.9451,27.0,22.0,18.0,10692.0,2.506,0.209,12,891.0,PCS,"[1, 2, 10]",0.5,0.4
2092,11030031001,B,14,11,1.1905,1.2351,47.0,31.0,20.0,29140.0,11.0,0.458,24,1214.2,PCS,"[1, 2, 3, 6]",0.5,0.4
2093,14361002001,B,14,9,0.8571,1.4424,53.0,32.0,20.0,33920.0,3.33,0.278,12,2826.7,PCS,"[1, 2, 3]",0.5,0.4
2094,14361158001,B,14,27,1.4286,2.1753,43.0,30.0,26.0,33540.0,4.28,0.357,12,2795.0,PCS,"[1, 2, 3, 12]",0.5,0.4
2095,14022069001,B,14,10,0.9524,1.3478,50.0,29.0,26.0,37700.0,1.7,0.142,12,3141.7,PCS,"[1, 2]",0.5,0.4
2096,12122002002,B,14,64,4.1429,1.7361,60.0,23.0,22.0,30360.0,4.51,0.188,24,1265.0,PCS,"[3, 6, 12, 15]",0.5,0.4
2097,12123050001,B,14,30,2.2381,1.3981,32.0,30.0,24.0,23040.0,1.96,0.163,12,1920.0,PCS,"[1, 2, 4, 8, 10]",0.5,0.4
2098,14850126001,B,14,5,0.4286,1.7416,80.0,44.0,14.0,49280.0,15.73,15.73,1,49280.0,PCS,"[1, 2, 3]",0.5,0.4
2099,14361004001,B,14,8,0.7143,1.4778,48.0,33.0,22.0,34848.0,5.0,0.417,12,2904.0,PCS,"[1, 2]",0.5,0.4
2100,12121109001,B,14,12,1.1429,1.4716,40.8,30.2,23.0,28339.68,2.56,0.213,12,2361.6,PCS,"[1, 2]",0.5,0.4
2101,30001040001,B,14,6,0.6667,1.0954,28.0,27.0,17.0,12852.0,12.2,0.305,40,321.3,PCS,[1],0.5,0.4
2102,11110018001,B,14,9,1.0476,1.0662,35.0,26.0,31.0,28210.0,11.82,1.97,6,4701.7,PCS,"[1, 2, 4]",0.5,0.4
2103,12106064001,B,14,17,1.0476,1.8479,57.0,43.0,23.0,56373.0,7.7,0.214,36,1565.9,PCS,"[1, 2, 3]",0.5,0.4
2104,14616009001,B,14,43,4.9048,1.1368,31.0,24.0,31.0,23064.0,13.94,1.162,12,1922.0,PCS,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 12]",0.5,0.4
2105,14200014001,B,14,8,0.7143,1.41,37.0,26.0,15.0,14430.0,2.43,0.243,10,1443.0,PCS,"[1, 2]",0.5,0.4
2106,12000129001,B,14,7,0.7619,1.0906,25.0,17.0,26.0,11050.0,5.31,0.885,6,1841.7,PCS,"[1, 2]",0.5,0.4
2107,14633936001,B,14,6,0.7143,1.004,34.0,28.0,16.0,15232.0,8.88,0.123,72,211.6,PCS,"[1, 2]",0.5,0.4
2108,14360007001,B,14,10,0.8571,1.5339,52.0,41.0,26.0,55432.0,9.3,0.517,18,3079.6,PCS,"[1, 2, 3]",0.5,0.4
2109,14100005001,B,14,15,1.1905,1.291,24.0,16.0,15.0,5760.0,1.406,0.281,5,1152.0,PCS,"[1, 2, 5]",0.5,0.4
2110,11071009001,B,14,34,2.2857,1.6143,40.0,26.0,23.0,23920.0,1.77,0.148,12,1993.3,PCS,"[1, 2, 4, 5, 6]",0.5,0.4
2111,14620163001,B,14,37,2.4286,1.6602,28.0,22.0,28.0,17248.0,10.302,0.858,12,1437.3,PCS,"[1, 2, 3, 5, 9, 10, 12]",0.5,0.4
2112,11070002001,B,14,10,1.0,1.3038,41.0,27.0,26.0,28782.0,15.42,0.642,24,1199.3,PCS,"[1, 2, 4]",0.5,0.4
2113,14631047001,B,14,10,1.0952,1.2217,27.0,22.0,27.0,16038.0,10.2,0.425,24,668.3,PCS,"[1, 2, 3, 4]",0.5,0.4
2114,12201034001,B,14,85,8.5714,1.3944,20.0,10.0,8.0,1785.0,0.2,0.2,1,1785.0,PCS,"[4, 16, 20, 24, 40, 120]",0.5,0.4
2115,14104139001,B,14,11,0.7619,1.5477,55.0,38.0,24.0,50160.0,4.4,0.293,15,3344.0,PCS,"[1, 2]",0.5,0.4
2116,14111098001,B,14,11,0.9524,1.5387,38.0,24.0,33.0,30096.0,5.85,0.488,12,2508.0,PCS,"[1, 2, 3, 4]",0.5,0.4
2117,14741003001,B,14,12,1.0,1.6733,37.0,28.0,26.0,26936.0,12.548,1.046,12,2244.7,PCS,"[1, 2, 5]",0.5,0.4
2118,14741014001,B,14,13,1.0952,1.6562,44.0,32.0,16.0,22528.0,7.84,0.653,12,1877.3,PCS,"[1, 2, 3]",0.5,0.4
